time,x,y,z
24:50.7,0.70892,0.90771,-1.42982
24:50.9,0.7676,0.98195,-1.4382
24:51.1,0.64665,0.99034,-1.51844
24:51.3,0.68377,0.99034,-1.45976
24:51.5,0.66461,0.90172,-1.48491
24:51.7,0.70293,0.94962,-1.46934
24:51.9,0.66701,0.98674,-1.44539
24:52.1,0.51133,0.89813,-1.44299
24:52.3,0.6694,0.94124,-1.49928
24:52.5,0.6239,0.90172,-1.50646
24:52.7,0.5748,1.03225,-1.33163
24:52.9,0.65863,0.96639,-1.45497
24:53.1,0.65264,0.94723,-1.43581
24:53.3,0.63228,0.98794,-1.44299
24:53.5,0.68018,0.97597,-1.49568
24:53.7,0.69216,0.97477,-1.46455
24:53.9,0.60114,0.92687,-1.49808
24:54.1,0.67898,0.98914,-1.41186
24:54.3,0.62749,0.93765,-1.50287
24:54.5,0.72808,0.98435,-1.33761
24:54.8,0.63587,1.02147,-1.43581
24:55.0,0.65024,1.0095,-1.3903
24:55.2,0.70533,1.03704,-1.48131
24:55.4,0.66581,1.01908,-1.4861
24:55.6,0.51612,0.92567,-1.54359
24:55.8,0.7173,0.9125,-1.45138
24:56.0,0.63587,1.00471,-1.40946
24:56.2,0.74006,0.96279,-1.42982
24:56.4,0.59396,0.95561,-1.47772
24:56.6,0.73287,1.03464,-1.44419
24:56.8,0.77359,0.99872,-1.57712
24:57.0,0.49097,0.91729,-1.55077
24:57.2,0.65024,0.97237,-1.49449
24:57.4,0.72688,0.90531,-1.51844
24:57.6,0.66102,0.958,-1.46575
24:57.8,0.71611,0.958,-1.53041
24:58.0,0.70174,1.08254,-1.41545
24:58.2,0.6718,0.94244,-1.48131
24:58.4,0.59755,1.05261,-1.42383
24:58.6,0.65623,0.89693,-1.47173
24:58.8,0.75203,1.02147,-1.37354
24:59.0,0.53887,0.99513,-1.46455
24:59.2,0.85142,1.00111,-1.4861
24:59.4,0.68018,0.9125,-1.47772
24:59.6,0.68856,0.99034,-1.50526
24:59.8,0.66102,0.99992,-1.46934
25:00.0,0.69814,0.88615,-1.46455
25:00.2,0.72808,1.02746,-1.46934
25:00.4,0.76281,0.96399,-1.4873
25:00.6,0.65863,1.01069,-1.5352
25:00.8,0.65384,1.01189,-1.44299
25:01.0,0.70054,1.01189,-1.41186
25:01.2,0.79634,1.06338,-1.46215
25:01.4,0.64306,0.90052,-1.33642
25:01.6,0.69934,0.97118,-1.35438
25:01.8,0.67419,1.02866,-1.45976
25:02.0,0.69575,1.01309,-1.49449
25:02.2,0.65503,0.98315,-1.47413
25:02.4,0.59516,1.04422,-1.44778
25:02.6,0.73766,0.97477,-1.42024
25:02.8,0.69335,0.94004,-1.4394
25:03.0,0.67779,1.00351,-1.46694
25:03.2,0.73527,0.90052,-1.4873
25:03.4,0.66222,0.98674,-1.4897
25:03.6,0.7173,0.96399,-1.43461
25:03.8,0.60593,1.06698,-1.41665
25:04.0,0.64905,1.0071,-1.5376
25:04.2,0.63947,0.97118,-1.45976
25:04.4,0.68497,0.95681,-1.47533
25:04.6,0.72928,1.00351,-1.50766
25:04.8,0.81789,1.01309,-1.51005
25:05.0,0.72688,1.01548,-1.50407
25:05.2,0.75323,0.97597,-1.45497
25:05.4,0.66581,1.07296,-1.50047
25:05.6,0.6694,0.99034,-1.38791
25:05.8,0.72209,0.98195,-1.45018
25:06.0,0.62989,1.0095,-1.55915
25:06.2,0.67539,1.0083,-1.50526
25:06.4,0.66701,0.97237,-1.42982
25:06.6,0.66821,0.88615,-1.49329
25:06.8,0.73048,1.055,-1.41904
25:07.0,0.69216,0.97716,-1.54598
25:07.2,0.6227,1.00231,-1.53161
25:07.4,0.75083,0.90651,-1.54239
25:07.6,0.54007,0.90531,-1.43701
25:07.8,0.6706,0.99034,-1.4885
25:08.0,0.64665,0.96758,-1.45736
25:08.2,0.6694,0.97956,-1.42024
25:08.4,0.70054,0.88615,-1.49688
25:08.6,0.59875,1.00471,-1.54359
25:08.8,0.63827,0.9089,-1.52442
25:09.0,0.6694,1.0095,-1.52323
25:09.2,0.68377,1.03584,-1.38192
25:09.4,0.64905,1.00111,-1.35318
25:09.6,0.77119,1.00231,-1.48371
25:09.8,0.66581,0.96758,-1.45138
25:10.0,0.63707,1.0095,-1.51125
25:10.2,0.79514,0.91849,-1.45736
25:10.4,0.68497,0.92926,-1.4897
25:10.6,0.64785,0.92687,-1.49329
25:10.8,0.67659,0.95681,-1.39749
25:11.0,0.67539,0.95441,-1.46096
25:11.2,0.62629,0.94723,-1.3915
25:11.4,0.70293,0.96998,-1.49808
25:11.6,0.73287,0.90531,-1.4873
25:11.8,0.6694,1.01548,-1.4873
25:12.0,0.63108,0.98555,-1.52562
25:12.2,0.67898,0.99034,-1.41066
25:12.4,0.72569,0.94363,-1.41904
25:12.6,0.74724,0.93765,-1.52203
25:12.8,0.70772,0.98794,-1.47293
25:13.0,0.64426,0.98435,-1.60586
25:13.2,0.59635,0.9089,-1.47892
25:13.4,0.70293,0.96399,-1.51844
25:13.6,0.71132,0.98555,-1.54957
25:13.8,0.65623,0.89573,-1.59747
25:14.0,0.73527,0.861,-1.40467
25:14.2,0.70054,0.99513,-1.42982
25:14.4,0.77478,0.94962,-1.4885
25:14.6,0.78197,0.98076,-1.40348
25:14.8,0.63108,1.04303,-1.54359
25:15.0,0.70533,1.04422,-1.43102
25:15.2,0.673,0.96758,-1.43581
25:15.4,0.71251,1.04782,-1.36755
25:15.6,0.64066,1.03225,-1.43461
25:15.8,0.70772,0.94723,-1.37593
25:16.0,0.63587,0.89813,-1.42743
25:16.2,0.60713,0.9604,-1.42982
25:16.4,0.53648,0.99273,-1.48491
25:16.6,0.67779,0.94603,-1.41186
25:16.8,0.66342,0.94842,-1.32205
25:17.0,0.71132,0.9616,-1.4394
25:17.2,0.65024,1.0071,-1.46814
25:17.4,0.69695,1.03584,-1.47054
25:17.6,0.6251,1.02387,-1.47173
25:17.8,0.7185,0.97237,-1.59029
25:18.0,0.70293,0.9616,-1.33043
25:18.2,0.65503,0.95561,-1.50287
25:18.4,0.68377,0.99513,-1.55197
25:18.6,0.73766,0.98914,-1.42862
25:18.8,0.64665,0.98674,-1.48491
25:19.0,0.72209,0.95681,-1.46335
25:19.2,0.57001,0.97836,-1.66932
25:19.4,0.69934,0.99872,-1.47652
25:19.6,0.69455,1.02147,-1.40108
25:19.8,0.68976,0.98794,-1.49808
25:20.0,0.6227,1.04183,-1.50287
25:20.2,0.68976,0.94244,-1.5376
25:20.4,0.66461,0.95321,-1.51844
25:20.7,0.67659,0.98435,-1.42982
25:20.9,0.59516,0.98914,-1.44659
25:21.1,0.68497,0.97956,-1.51484
25:21.3,0.70772,0.97836,-1.38312
25:21.5,0.63587,0.94483,-1.36156
25:21.7,0.70533,0.99393,-1.42144
25:21.9,0.69934,0.99273,-1.37474
25:22.1,0.69096,0.98076,-1.4885
25:22.3,0.67659,0.90771,-1.45018
25:22.5,0.63108,0.98794,-1.63939
25:22.7,0.70174,0.95681,-1.46215
25:22.9,0.70772,0.97237,-1.47533
25:23.1,0.65384,0.94842,-1.52083
25:23.3,0.6706,0.99273,-1.52203
25:23.5,0.68377,0.97237,-1.55317
25:23.7,0.68497,0.90771,-1.41186
25:23.9,0.66222,0.98794,-1.46814
25:24.1,0.673,0.92328,-1.28013
25:24.3,0.60474,0.9616,-1.39629
25:24.5,0.74006,0.89094,-1.42982
25:24.7,0.71611,1.02746,-1.47413
25:24.9,0.69096,0.99273,-1.48012
25:25.1,0.70533,0.90292,-1.47413
25:25.3,0.70174,0.98914,-1.45976
25:25.5,0.65863,0.95681,-1.60825
25:25.7,0.65024,0.94723,-1.4382
25:25.9,0.59635,0.94483,-1.39749
25:26.1,0.73287,0.95202,-1.44778
25:26.3,0.65623,0.94842,-1.51604
25:26.5,0.69096,0.91849,-1.32205
25:26.7,0.7185,0.94244,-1.4418
25:26.9,0.83466,0.92567,-1.3939
25:27.1,0.63108,0.89693,-1.55676
25:27.3,0.62869,1.0083,-1.60226
25:27.5,0.70533,0.93286,-1.43461
25:27.7,0.74964,0.96519,-1.54478
25:27.9,0.74245,1.02506,-1.38911
25:28.1,0.6694,0.92447,-1.44419
25:28.3,0.72928,0.98435,-1.46934
25:28.5,0.70054,0.92687,-1.38192
25:28.7,0.58917,1.02267,-1.54359
25:28.9,0.69096,0.90292,-1.59268
25:29.1,0.68138,0.958,-1.41306
25:29.3,0.56522,0.84663,-1.41186
25:29.5,0.68138,0.93645,-1.4897
25:29.7,0.73527,1.01309,-1.50646
25:29.9,0.7197,0.94004,-1.41186
25:30.1,0.65863,0.88615,-1.52083
25:30.3,0.63108,0.98794,-1.50526
25:30.5,0.73646,0.95202,-1.40587
25:30.7,0.64545,0.9616,-1.52442
25:30.9,0.61432,0.9616,-1.45138
25:31.1,0.69335,1.02506,-1.37953
25:31.8,0.56163,1.01189,-1.55436
25:32.0,0.60474,0.95202,-1.51604
25:32.2,0.69575,0.99153,-1.40827
25:32.4,0.65623,0.90292,-1.44539
25:32.6,0.63827,0.95561,-1.45617
25:32.8,0.66102,0.95202,-1.44299
25:33.0,0.65144,0.89932,-1.49568
25:33.2,0.72209,0.94363,-1.41306
25:33.4,0.65384,0.94004,-1.50287
25:33.6,0.72569,0.93166,-1.46096
25:33.8,0.66222,0.88615,-1.5352
25:34.0,0.6227,0.98555,-1.36276
25:34.2,0.61073,0.97836,-1.60107
25:34.4,0.61791,1.01309,-1.33761
25:34.6,0.60114,0.94124,-1.37234
25:34.8,0.71491,0.9592,-1.43222
25:35.0,0.69814,0.99992,-1.36635
25:35.2,0.73646,1.01429,-1.42503
25:35.4,0.64186,1.03225,-1.52562
25:35.6,0.71251,0.96639,-1.46814
25:35.8,0.7185,0.9592,-1.44898
25:36.0,0.69695,1.01908,-1.3448
25:36.2,0.68138,0.90052,-1.56514
25:36.4,0.7185,1.02866,-1.41306
25:36.6,0.67898,0.93525,-1.50047
25:36.8,0.70174,1.06937,-1.44539
25:37.0,0.73886,0.99153,-1.47054
25:37.2,0.7209,0.9089,-1.4382
25:37.4,0.70653,0.95082,-1.47652
25:37.6,0.66222,1.00471,-1.46575
25:37.8,0.74006,0.95082,-1.43461
25:38.0,0.70174,0.93405,-1.44299
25:38.2,0.72688,0.95082,-1.46215
25:38.4,0.62869,0.93405,-1.52802
25:38.6,0.36404,0.95082,-1.55556
25:38.8,0.69216,0.98794,-1.35198
25:39.0,0.66581,1.03704,-1.5364
25:39.2,0.673,0.96998,-1.41904
25:39.4,0.69934,0.90172,-1.40707
25:39.6,0.62031,0.92328,-1.50047
25:39.8,0.74365,0.9125,-1.56993
25:40.0,0.57719,0.93286,-1.4873
25:40.2,0.83107,0.9592,-1.42264
25:40.4,0.7664,0.97956,-1.47173
25:40.6,0.62989,0.87298,-1.50167
25:40.8,0.94483,1.02985,-1.43581
25:41.0,0.60354,0.94603,-1.4418
25:41.2,0.68497,1.03345,-1.42144
25:41.4,0.5748,0.89094,-1.48491
25:41.6,0.8131,0.98914,-1.52802
25:41.8,0.74485,1.0538,-1.57592
25:42.0,0.57121,0.96639,-1.45856
25:42.2,0.74844,0.89813,-1.33761
25:42.4,0.70772,0.94124,-1.39988
25:42.6,0.73646,0.93405,-1.41785
25:42.8,0.79873,0.94363,-1.4885
25:43.0,0.80831,1.05021,-1.45617
25:43.2,0.6706,0.9604,-1.42982
25:43.4,0.54247,0.99752,-1.52203
25:43.6,0.75083,0.96399,-1.49568
25:43.8,0.79993,0.94124,-1.46814
25:44.0,0.69814,1.03345,-1.45138
25:44.2,0.69096,0.93046,-1.62142
25:44.4,0.69814,0.92567,-1.38791
25:44.6,0.73167,1.01189,-1.4382
25:44.8,0.70892,0.94363,-1.50287
25:45.0,0.60593,0.94723,-1.53401
25:45.2,0.66222,0.97357,-1.42623
25:45.5,0.66102,0.9616,-1.54838
25:45.7,0.7676,0.958,-1.40827
25:45.9,0.63108,0.98435,-1.52203
25:46.1,0.54965,0.89453,-1.49209
25:46.3,0.69096,1.02746,-1.51365
25:46.5,0.69934,0.97836,-1.46575
25:46.7,0.63947,0.96519,-1.47293
25:46.9,0.6706,0.97836,-1.38911
25:47.1,0.60354,0.93884,-1.52442
25:47.3,0.69695,0.99632,-1.57712
25:47.5,0.70293,1.00231,-1.49928
25:47.7,0.70892,0.98914,-1.48251
25:47.9,0.74604,0.89453,-1.51005
25:48.1,0.66821,0.99273,-1.50407
25:48.3,0.79275,0.96998,-1.54239
25:48.5,0.5748,0.93166,-1.54718
25:48.7,0.61671,0.95202,-1.55077
25:48.9,0.64186,0.91849,-1.40587
25:49.1,0.6694,0.97237,-1.45257
25:49.3,0.67419,0.99752,-1.49449
25:49.5,0.63228,1.01069,-1.40946
25:49.7,0.63587,0.93645,-1.4873
25:49.9,0.673,0.9592,-1.42024
25:50.1,0.70054,0.90292,-1.42743
25:50.3,0.67898,0.92328,-1.47772
25:50.5,0.72449,1.04183,-1.40827
25:50.7,0.72808,0.97118,-1.49568
25:50.9,0.68617,1.07536,-1.38671
25:51.1,0.64785,1.02147,-1.33163
25:51.3,0.65024,0.9604,-1.46575
25:51.5,0.70293,0.94962,-1.47293
25:51.7,0.67539,0.92807,-1.49928
25:51.9,0.65024,0.96639,-1.39509
25:52.1,0.55684,0.96758,-1.3927
25:52.3,0.68617,1.0059,-1.4418
25:52.5,0.67779,0.96998,-1.52922
25:52.7,0.71611,0.96639,-1.44778
25:52.9,0.73048,1.01429,-1.56155
25:53.1,0.64306,0.98195,-1.47413
25:53.3,0.58198,1.04422,-1.48371
25:53.5,0.72569,0.96279,-1.46335
25:53.7,0.69934,0.93405,-1.46934
25:53.9,0.61192,0.97237,-1.42383
25:54.1,0.67779,0.95681,-1.52682
25:54.3,0.6239,1.0083,-1.4873
25:54.5,0.79754,0.97237,-1.50167
25:54.7,0.70772,0.94004,-1.50646
25:54.9,0.61073,0.93765,-1.49808
25:55.1,0.67898,0.90052,-1.52203
25:55.3,0.69335,1.00471,-1.61903
25:55.5,0.66342,0.99872,-1.39629
25:55.7,0.74365,1.00111,-1.49568
25:55.9,0.71251,0.98315,-1.42862
25:56.1,0.64066,0.98435,-1.47652
25:56.3,0.67898,0.99153,-1.4394
25:56.5,0.61791,0.97597,-1.42743
25:56.7,0.64545,0.98195,-1.49089
25:56.9,0.73167,0.93765,-1.42623
25:57.1,0.71012,0.88855,-1.48131
25:57.3,0.62869,0.95441,-1.45138
25:57.5,0.68018,0.89932,-1.50646
25:57.7,0.6718,0.93525,-1.55077
25:57.9,0.68976,0.99632,-1.50526
25:58.1,0.70772,0.95441,-1.38911
25:58.3,0.65743,0.97956,-1.45617
25:58.5,0.72209,1.0095,-1.44419
25:58.7,0.72569,0.97357,-1.41186
25:58.9,0.7185,0.99632,-1.44419
25:59.1,0.77598,0.98914,-1.50886
25:59.3,0.67779,0.88256,-1.45617
25:59.5,0.70413,0.99872,-1.42383
25:59.7,0.62629,1.01069,-1.54598
25:59.9,0.70174,0.98315,-1.59388
26:00.1,0.56402,1.08494,-1.39509
26:00.3,0.78317,0.97597,-1.3424
26:00.5,0.74245,0.92328,-1.43222
26:00.7,0.62749,0.958,-1.41665
26:00.9,0.673,0.94723,-1.45377
26:01.1,0.7185,0.96998,-1.54838
26:01.3,0.68856,0.98076,-1.47054
26:01.5,0.65743,1.02027,-1.52802
26:01.7,0.62031,0.99752,-1.47293
26:01.9,0.65024,0.99393,-1.42862
26:02.1,0.80592,1.0071,-1.45138
26:02.3,0.54486,0.88256,-1.39509
26:02.5,0.59037,1.00231,-1.55676
26:02.7,0.64186,0.98794,-1.39869
26:02.9,0.6706,0.92328,-1.40707
26:03.1,0.64785,0.95321,-1.45617
26:03.3,0.78676,0.97956,-1.4885
26:03.5,0.56761,1.02267,-1.47652
26:03.7,0.76281,0.98315,-1.44778
26:03.9,0.66342,1.02626,-1.37474
26:04.1,0.7185,0.92567,-1.40108
26:04.3,0.66701,0.95202,-1.43461
26:04.5,0.63348,0.94363,-1.51724
26:04.7,0.77718,0.98076,-1.51724
26:04.9,0.68018,0.9101,-1.48012
26:05.1,0.673,0.93525,-1.53401
26:05.3,0.71491,0.93525,-1.50047
26:05.5,0.79035,0.96639,-1.44778
26:05.7,0.66701,0.97597,-1.46934
26:05.9,0.71251,0.99273,-1.6334
26:06.1,0.64785,0.96279,-1.47892
26:06.3,0.75682,0.94842,-1.58909
26:06.5,0.74485,1.01189,-1.50047
26:06.7,0.74844,0.95681,-1.49329
26:06.9,0.65982,1.0538,-1.39629
26:07.1,0.64545,0.98195,-1.29091
26:07.3,0.69575,0.93405,-1.51963
26:07.5,0.63108,0.99752,-1.49329
26:07.7,0.77838,0.96878,-1.54598
26:07.9,0.68138,0.9616,-1.48371
26:08.1,0.6706,0.91489,-1.48371
26:08.3,0.69814,1.03225,-1.42144
26:08.5,0.65384,0.88735,-1.5843
26:08.7,0.75682,0.96519,-1.5831
26:08.9,0.68497,0.84783,-1.46814
26:09.1,0.75922,0.94244,-1.53041
26:09.3,0.63228,0.97118,-1.45018
26:09.5,0.72808,0.97716,-1.47413
26:09.8,0.61671,0.95082,-1.47173
26:10.0,0.73886,0.89453,-1.37953
26:10.2,0.66581,0.9616,-1.45497
26:10.4,0.51013,0.93765,-1.4885
26:10.6,0.61911,0.90531,-1.50167
26:10.8,0.66342,1.01189,-1.46814
26:11.0,0.74604,0.95561,-1.35797
26:11.2,0.63827,1.01069,-1.4873
26:11.4,0.76401,0.9125,-1.3915
26:11.6,0.56761,0.9592,-1.35318
26:12.1,0.75562,1.1017,-1.54119
26:12.3,0.63947,0.99034,-1.42743
26:12.5,0.65982,0.97836,-1.45856
26:12.7,0.68856,0.94483,-1.56275
26:12.9,0.71251,1.01548,-1.45377
26:13.1,0.70174,0.93765,-1.43102
26:13.3,0.72209,0.95681,-1.42623
26:13.5,0.60234,1.08015,-1.3939
26:13.7,0.58917,1.02746,-1.6334
26:13.9,0.72209,0.97357,-1.40108
26:14.1,0.69335,1.02387,-1.45497
26:14.3,0.69934,1.05859,-1.45617
26:14.5,0.54486,0.93525,-1.36037
26:14.7,0.6706,1.05141,-1.47293
26:14.9,0.74724,1.04662,-1.50167
26:15.1,0.7209,0.93286,-1.53041
26:15.3,0.66821,0.95561,-1.45377
26:15.5,0.66821,0.96399,-1.37234
26:15.7,0.69335,0.95561,-1.4873
26:15.9,0.56402,1.02387,-1.51604
26:16.1,0.65743,0.95082,-1.46335
26:16.3,0.69096,0.96279,-1.51125
26:16.5,0.68258,0.97237,-1.42743
26:16.7,0.69216,1.05021,-1.43581
26:16.9,0.68377,0.98914,-1.4418
26:17.1,0.68497,0.94004,-1.47533
26:17.3,0.76401,1.0095,-1.47054
26:17.5,0.69455,1.00231,-1.58909
26:17.7,0.7209,0.94723,-1.53041
26:17.9,0.67779,0.99513,-1.45018
26:18.1,0.7173,0.89932,-1.41425
26:18.3,0.59396,0.98315,-1.49688
26:18.5,0.66461,0.99872,-1.54718
26:18.7,0.62989,0.97716,-1.40707
26:18.9,0.68856,1.00111,-1.52442
26:19.1,0.78796,0.92088,-1.39509
26:19.3,0.74724,0.95681,-1.26097
26:19.5,0.82508,1.02866,-1.42743
26:19.7,0.65623,1.01908,-1.37114
26:19.9,0.74245,0.9604,-1.47413
26:20.1,0.73048,1.03704,-1.45257
26:20.3,0.60713,0.96878,-1.44659
26:20.5,0.68138,0.90411,-1.39509
26:20.7,0.72329,0.96758,-1.42743
26:20.9,0.60114,0.99513,-1.46096
26:21.1,0.64785,0.99034,-1.53401
26:21.3,0.62869,0.98435,-1.44299
26:21.5,0.64426,1.01548,-1.47652
26:21.7,0.4778,1.01548,-1.43461
26:21.9,0.68138,0.96998,-1.45976
26:22.1,0.70892,0.9125,-1.44778
26:22.3,0.66581,0.93046,-1.37593
26:22.5,0.76041,0.93525,-1.46814
26:22.7,0.60833,0.93525,-1.3903
26:22.9,0.6706,1.00351,-1.40348
26:23.1,0.69335,1.03584,-1.42024
26:23.3,0.63827,1.02147,-1.45497
26:23.5,0.6215,0.93405,-1.48131
26:23.7,0.82029,0.94603,-1.4394
26:23.9,0.75802,0.93645,-1.42623
26:24.1,0.64905,1.0059,-1.50526
26:24.3,0.7173,1.00351,-1.42623
26:24.5,0.58079,0.90531,-1.38671
26:24.7,0.66222,0.96878,-1.49089
26:24.9,0.74604,1.0059,-1.42144
26:25.1,0.63348,1.04183,-1.37713
26:25.3,0.6215,0.93765,-1.49089
26:25.5,0.74365,0.94483,-1.39988
26:25.7,0.7185,0.99273,-1.37713
26:25.9,0.68856,0.95561,-1.4394
26:26.1,0.63827,1.04303,-1.37354
26:26.3,0.60474,0.96998,-1.55676
26:26.5,0.58079,0.92328,-1.52682
26:26.7,0.6718,0.9616,-1.41665
26:26.9,0.63707,0.94244,-1.48012
26:27.1,0.65384,1.04303,-1.38432
26:27.3,0.74125,1.01908,-1.54838
26:27.5,0.72928,0.94483,-1.42743
26:27.7,0.75682,0.958,-1.45617
26:27.9,0.7173,0.94004,-1.49928
26:28.1,0.75083,0.94723,-1.52922
26:28.3,0.66342,1.02267,-1.38911
26:28.5,0.63468,0.94962,-1.51484
26:28.7,0.59875,0.95441,-1.45856
26:28.9,0.71491,0.96639,-1.43581
26:29.1,0.79514,0.93645,-1.40707
26:29.3,0.70054,0.95082,-1.41066
26:29.5,0.6706,0.9592,-1.46694
26:29.7,0.65144,1.00351,-1.51365
26:29.9,0.73527,0.9101,-1.37833
26:30.1,0.73287,0.91849,-1.47772
26:30.3,0.6706,0.958,-1.49209
26:30.5,0.60474,0.9592,-1.37833
26:30.7,0.67659,1.05021,-1.54598
26:30.9,0.68018,0.93645,-1.40467
26:31.1,0.78077,0.97956,-1.42623
26:31.3,0.69814,0.93525,-1.50167
26:31.5,0.67659,0.97836,-1.46096
26:31.7,0.71251,0.92687,-1.50047
26:31.9,0.64665,1.03824,-1.49329
26:32.1,0.65743,1.04782,-1.47173
26:32.3,0.56642,0.96998,-1.53161
26:32.5,0.64545,0.97237,-1.41066
26:32.7,0.74365,0.99632,-1.47892
26:32.9,0.6251,0.98555,-1.61783
26:33.1,0.66821,0.95321,-1.54478
26:33.3,0.68617,1.00471,-1.45617
26:33.5,0.68377,0.97597,-1.52083
26:33.7,0.64186,1.02027,-1.43701
26:34.0,0.77838,0.98674,-1.41425
26:34.2,0.65264,1.0059,-1.3436
26:34.4,0.73646,0.95561,-1.38791
26:34.6,0.63947,0.90292,-1.43341
26:34.8,0.68737,0.97956,-1.44299
26:35.0,0.66821,0.97477,-1.3939
26:35.2,0.78197,0.92447,-1.41904
26:35.4,0.8155,0.95441,-1.45976
26:35.6,0.69814,1.00231,-1.46215
26:35.8,0.79873,0.97956,-1.42383
26:36.0,0.77239,0.9592,-1.45138
26:36.2,0.74365,0.98555,-1.49928
26:36.4,0.55444,0.97716,-1.41186
26:36.6,0.65384,0.97956,-1.49568
26:36.8,0.69455,1.02746,-1.40348
26:37.0,0.71251,1.04063,-1.46694
26:37.2,0.673,0.99752,-1.51844
26:37.4,0.71611,0.94363,-1.43341
26:37.6,0.64426,0.98195,-1.55317
26:37.8,0.6718,0.9592,-1.43102
26:38.0,0.75802,1.01309,-1.57831
26:38.2,0.77598,0.90651,-1.44778
26:38.4,0.67898,1.01429,-1.47293
26:38.6,0.74125,0.95321,-1.47054
26:38.8,0.57121,0.97836,-1.42743
26:39.0,0.5748,0.94962,-1.51844
26:39.2,0.70413,0.97597,-1.47533
26:39.4,0.72569,0.91369,-1.41066
26:39.6,0.76161,0.958,-1.41306
26:39.8,0.70174,0.98435,-1.43581
26:40.0,0.66461,0.98914,-1.47533
26:40.2,0.72688,1.01309,-1.44659
26:40.4,0.70413,0.91729,-1.56514
26:40.6,0.55803,0.98794,-1.5388
26:40.8,0.72449,0.93046,-1.43701
26:41.0,0.6251,0.97477,-1.39509
26:41.2,0.78317,0.85861,-1.56754
26:41.4,0.74485,0.97716,-1.50526
26:41.6,0.68617,0.96998,-1.44299
26:41.8,0.65264,0.92208,-1.46694
26:42.0,0.75562,0.98914,-1.52802
26:42.2,0.63468,0.96878,-1.46335
26:42.4,0.69695,1.0071,-1.51844
26:42.6,0.64306,0.91968,-1.43701
26:42.8,0.58079,0.9604,-1.5352
26:43.0,0.60593,0.93645,-1.42623
26:43.2,0.74724,1.02866,-1.37593
26:43.4,0.65384,0.97477,-1.45856
26:43.6,0.68737,1.02027,-1.47533
26:43.8,0.61192,0.97836,-1.631
26:44.0,0.69934,0.98674,-1.42623
26:44.2,0.64785,0.94842,-1.42503
26:44.4,0.80712,0.88974,-1.43701
26:44.6,0.70892,0.98315,-1.52682
26:44.8,0.63707,0.97118,-1.57831
26:45.0,0.71012,0.93405,-1.52323
26:45.2,0.65264,0.95561,-1.42743
26:45.4,0.7652,0.91489,-1.42264
26:45.6,0.69934,0.89214,-1.46575
26:45.8,0.63468,1.00471,-1.40108
26:46.0,0.69575,0.91849,-1.45377
26:46.2,0.71611,0.94004,-1.54478
26:46.4,0.68018,0.94363,-1.44299
26:46.6,0.55444,0.87897,-1.47293
26:46.8,0.5724,0.97836,-1.42982
26:47.0,0.58677,1.03225,-1.45018
26:47.2,0.66102,1.02506,-1.46215
26:47.4,0.61791,0.96758,-1.34839
26:47.6,0.58318,1.06578,-1.50167
26:47.8,0.64905,0.9616,-1.46335
26:48.0,0.673,1.0071,-1.40108
26:48.2,0.59875,0.99153,-1.50407
26:48.4,0.6694,0.98674,-1.52083
26:48.6,0.68377,1.02866,-1.49449
26:48.8,0.75083,0.88974,-1.41545
26:49.0,0.64306,0.91369,-1.51245
26:49.2,0.68258,0.95441,-1.46575
26:49.4,0.5281,0.99752,-1.48131
26:49.6,0.67898,0.91489,-1.45497
26:49.8,0.7688,0.93046,-1.45736
26:50.0,0.56642,0.99632,-1.52922
26:50.2,0.72808,0.97357,-1.49089
26:50.4,0.71132,0.92807,-1.35677
26:50.6,0.61432,0.95082,-1.46215
26:50.8,0.62629,0.97118,-1.45856
26:51.0,0.73886,0.95321,-1.5855
26:51.2,0.75083,0.89453,-1.46335
26:51.4,0.64066,1.01908,-1.54119
26:51.6,0.56881,0.95082,-1.38791
26:51.8,0.7209,0.97237,-1.54598
26:52.0,0.68018,0.98914,-1.54838
26:52.2,0.76041,0.98076,-1.52802
26:52.4,0.63707,0.9616,-1.51245
26:52.6,0.7209,0.95561,-1.43341
26:52.8,0.69575,1.03584,-1.60466
26:53.0,0.57121,0.95681,-1.45736
26:53.2,0.67539,0.99513,-1.46814
26:53.4,0.72928,0.96758,-1.53041
26:53.6,0.74006,0.97597,-1.50886
26:53.8,0.61911,0.99153,-1.45018
26:54.0,0.63108,1.0059,-1.41545
26:54.2,0.74844,1.00231,-1.49449
26:54.4,0.70653,0.90771,-1.51365
26:54.6,0.66701,0.94842,-1.57472
26:54.8,0.64066,1.03704,-1.48371
26:55.0,0.58438,0.94962,-1.55077
26:55.2,0.77359,0.94962,-1.35558
26:55.4,0.72808,0.99273,-1.48491
26:55.6,0.65982,0.95082,-1.43701
26:55.8,0.65024,0.99752,-1.52442
26:56.0,0.66701,1.00111,-1.56873
26:56.2,0.70653,0.97597,-1.43341
26:56.4,0.6694,0.9616,-1.50886
26:56.6,0.673,0.99393,-1.47293
26:56.8,0.74964,1.01429,-1.46096
26:57.0,0.60234,0.9616,-1.49329
26:57.2,0.7173,0.97836,-1.53041
26:57.4,0.65623,0.98435,-1.35558
26:57.6,0.56761,0.9604,-1.47772
26:57.8,0.72569,0.96519,-1.4897
26:58.0,0.65264,0.95082,-1.49808
26:58.2,0.70533,1.00111,-1.42743
26:58.4,0.74724,0.95082,-1.52083
26:58.6,0.65863,0.95321,-1.43341
26:58.8,0.75922,0.93884,-1.53161
26:59.1,0.673,1.01548,-1.39629
